"Subject Code","Course Number","Course Title","Course Description","Credits - Academic Credit - Units","Credits - Academic Credit - Credit Hours Max","Credits - Academic Credit - Credit Hours Value","Credits - Academic Credit - Credit Hours Operator","Cross Listed Courses","Co-Convened Courses","Dual-Listed Courses","Equivalent Courses","Notes","Course Typically Offered"
"MANGT","662","Procurement, Logistics and Supply Chain Design","Addresses the interrelationship between operations and other functions required to deliver value to the end customer of a supply chain. Topics include: strategic procurement and purchasing operations and process, sourcing decisions, location strategies, distribution network design, global supply chain network design, and supply chain risk management. ","3","3","-","-","-","-","-","-","-","Fall"
"MANGT","890","International Management","Analysis of the political, legal, economic, and sociocultural environments and how they influence international management decisions such as timing and place of foreign market entry, mode of entry, and formulation and implementation of international strategies. Students develop the knowledge and skills necessary to more effectively manage the international operations of organizations.  ","3","3","-","-","-","-","-","-","-","Fall, Spring"
"MANGT","893","Management Science","The application of management science methods to business problems to provide a basis for rational decision making. Includes mathematical programming, inventory theory, simulation, model building, and heuristics. ","3","3","-","-","-","-","-","-","-","On sufficient demand"
"MC","466","Media Law & Ethics","A study of the legal and ethical issues relating to media, strategic communications and personal media use. Emphasis on defamation, privacy, copyright, administrative controls and other legal areas. Includes a study of ethics in the media, perfect and imperfect ethical duties, and situational ethical decision making. ","3","3","-","-","-","-","-","-","-","Fall, Spring"
"MC","474","Social Media Management Simulation Lab","Uses simulation software to build experience in running a social media campaign for a business. Develops skills in multiple areas of campaign management, including content creation, budget management, impact analysis, and decision-making. ","2","2","-","-","-","-","-","-","-","Fall, Spring"
"MC","573","Ethics in Mass Communication","Making ethical decisions in mass media fields and the principles on which those decisions are based.","3","3","-","-","-","-","-","-","-","Fall, Spring"
"MC","576","Mass Communications and Political Campaigns","The roles of journalism, advertising and public relations in political campaigns. Examines campaign communication strategies, staffing, and the role of political consultants. Analyzes how voter decision making is affected by mass communications and how voters develop attitudes about candidates and issues.","3","3","-","-","-","-","-","-","-","Other"
"MC","720","Ethics of Mass Communications","Moral analysis, argument, and decision-making by the mass communicator. ","3","3","-","-","-","-","-","-","-","Fall, Spring"
"ME","728","Computer Control of Electromechanical Systems","Discrete modeling and analysis of dynamic physical systems in mechanical engineering. Sampling and data conversion and reconstruction. Real time implementation of control on a computer. Digital controller design and implementation. Laboratory exercises in control applications and design.","3","3","-","-","-","-","-","-","Two hours of recitation and three hours of laboratory per week.","Spring"
"ME","777","Monte Carlo Methods","The objective of this course is to explore various methods of Monte Carlo for solving direct and inverse problems in engineering. The course covers probability distributions; laws of large numbers and Central Limit Theorem; pseudo random number generation; sampling, scoring, and precision; variance reduction procedures; Markov chain Monte Carlo; inverse Monte Carlo; solution of linear operator equations; particle transport simulation. ","3","3","-","-","-","-","-","-","-","Spring-Even Years"
